Protein	HG_RPMI_exp_1	HG_RPMI_exp_2	HG_RPMI_exp_3	HG_RPMI_stat_1	HG_RPMI_stat_2	HG_RPMI_stat_3	HG_TSB_exp_1	HG_TSB_exp_2	HG_TSB_exp_3	HG_TSB_stat_1	HG_TSB_stat_2	HG_TSB_stat_3	ST_RPMI_exp_1	ST_RPMI_exp_2	ST_RPMI_exp_3	ST_RPMI_stat_1	ST_RPMI_stat_2	ST_RPMI_stat_3	ST_TSB_exp_1	ST_TSB_exp_2	ST_TSB_exp_3	ST_TSB_stat_1	ST_TSB_stat_2	ST_TSB_stat_3
UreE	7257.432381	6559.569504	8154.406219	2162.03003	1293.872266	8090.625766	14396.99555	12134.15917	19627.2099	12003.09808	23064.39781	11800.6982	28346.10302	17055.25926	24864.14224	23115.08486	27066.75458	17194.59953	31123.39625	20691.29187	26066.97663	17211.7254	12470.15922	15619.36331
SAOUHSC_02472	NA	8623.955569	12341.57192	NA	NA	NA	9894.483289	7563.337206	14367.17384	NA	16435.64055	10987.3531	10104.43735	9064.349119	NA	NA	4559.91783	NA	NA	NA	NA	NA	NA	NA
TagX	4819.725417	4214.263427	4355.469107	NA	NA	NA	7253.515605	6599.926087	7794.60538	7728.785944	7983.532917	6470.13664	4005.49675	1833.366002	4447.333104	NA	3586.220711	4822.034216	7095.832995	6184.075366	7398.092875	9329.387865	7156.24858	8394.186336
MnhE	NA	NA	NA	NA	NA	NA	NA	NA	7274.252024	5510.585122	3798.301308	4375.026533	3306.524247	NA	NA	NA	NA	NA	7870.298447	NA	5620.42426	NA	NA	3037.731227
TruA	11636.98315	11102.62491	14143.67614	6721.66957	5186.308954	15424.55381	16947.57772	20347.82526	18967.04671	13201.30214	15426.45776	13888.16986	12241.28305	11096.97772	10812.65056	11084.91616	12386.43173	11438.20484	25551.14417	18067.7786	24784.62589	11602.44321	14009.66119	14248.34674
WalJ	3048.671666	NA	3142.122982	NA	NA	NA	3841.683382	3154.410379	5351.974953	NA	NA	NA	2411.471395	2001.052544	NA	NA	NA	NA	4270.035746	2248.144816	4453.755656	NA	NA	NA
Scn	4394.907565	NA	7329.566295	NA	NA	NA	NA	NA	NA	4954.677596	6038.354014	9513.679131	9154.635451	NA	3900.387382	6402.089875	5478.754276	4737.688416	NA	NA	NA	24826.08344	35917.71356	56444.1625
SAOUHSC_01831	22758.84006	31080.83812	26349.16381	NA	28615.87852	24611.6843	25411.00563	21554.72199	28670.28521	54771.80483	75630.68142	60020.08433	29295.08152	45049.62245	26435.57345	43949.36671	40606.42998	24766.9392	32773.92301	10125.23176	25976.40706	43156.13823	45830.25496	40466.57564
SAOUHSC_00619	8024.204419	6296.555672	5830.76773	51997.97052	42568.49337	34536.9218	12044.61777	15155.67253	12276.46849	28275.13488	20041.39059	27017.23126	5872.956687	NA	NA	26656.0365	24372.31389	12515.70076	9737.556286	6166.232371	11352.16329	18595.09042	18595.73433	20389.39228
SAOUHSC_01348	26798.75113	25155.81195	31674.5948	21286.57483	22343.49653	17331.15605	40598.92159	43984.99518	34678.0079	59242.48897	29794.84547	24887.00365	23528.69627	23014.35254	21983.0498	20887.47898	24966.75273	20363.14657	31594.8149	24315.07687	27167.49455	22837.00308	37970.52417	22694.72572
Cls2	4579.031277	NA	2589.188695	NA	NA	NA	8712.841383	7340.243424	9850.72451	15131.10558	17170.50097	11323.12726	NA	NA	NA	1402.960173	NA	5866.521605	5470.561787	NA	7841.475248	13010.43697	12582.86232	13235.35092
ComEB	11581.20145	10583.83838	8760.176819	NA	NA	10547.51322	11382.20009	8710.326382	8466.856976	7445.357305	13350.3023	8770.756952	11318.20459	11149.61881	8394.394021	NA	NA	6058.094848	7873.030492	NA	5047.456263	4669.887825	8878.837661	6684.644004
SAOUHSC_02757	12655.76097	21449.62419	14554.56609	24345.14675	20131.51852	19488.67615	19262.48577	23620.75579	17707.10734	11286.84123	14977.27778	10483.92027	15399.51217	15376.39861	16315.15061	24446.41961	20075.35903	13018.61556	17368.55278	9700.732922	14228.33539	13475.86184	15299.41796	10663.29387
ScpA	34167.81228	27474.99334	36117.18582	4445.626767	NA	1462.222013	52927.68331	41448.83536	75264.00699	31346.80001	16440.1369	28690.81829	60495.87611	18395.2374	17962.35299	7511.919208	13006.51368	15672.3221	74204.98047	85677.85911	70142.7054	22873.67152	23718.61711	28597.81746
SAOUHSC_01675	8763.462788	2217.230127	8680.563739	5770.710499	NA	2542.268643	11665.18528	9002.325388	16475.25195	27137.34151	21650.42978	19747.96616	9689.716764	NA	3563.730472	NA	7002.754681	12183.41053	10783.03142	10825.36482	10772.49458	8969.362082	13709.21734	22336.3721
SAOUHSC_02871	37626.27664	26462.25207	41937.45277	7449.988337	28235.0978	NA	14792.61203	13899.37539	37215.14512	NA	17279.12379	26762.65244	21977.08613	22866.23572	22803.39503	12429.40924	NA	22851.51277	19377.05528	18014.63001	24532.37596	17417.07462	21177.02724	35643.17408
AcpS	12912.94987	3220.784784	12685.99059	2434.654901	NA	NA	NA	5786.835177	4917.186743	2943.409906	NA	6097.810426	19453.58131	6941.866084	14815.29239	NA	NA	5424.184805	6432.621381	NA	6031.895591	NA	NA	8269.255821
SarX	NA	NA	NA	NA	NA	NA	NA	NA	4824.957688	8674.236039	NA	11506.95513	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2711.67404
RpsD	835128.6015	603740.9645	808550.6488	418288.2611	267303.4622	392219.2448	782557.9719	885022.1739	1481611.872	584633.909	471409.6143	595287.2939	1242577.581	374506.6776	998285.1993	330629.0217	310739.7502	341560.7496	1576267.176	533633.6595	1165719.038	349025.5421	380822.1253	543964.2066
HchA	183601.7911	203590.1645	199214.8328	259322.3006	276105.3439	424353.4188	219725.8319	204129.5656	311179.5798	325417.8215	387404.6099	266334.8828	255419.5601	163617.6749	211184.6486	279510.0061	383128.4941	432739.9416	276689.7465	159405.337	228607.3037	395089.0479	319663.4569	271403.3585
HutR	NA	NA	NA	NA	NA	NA	NA	NA	2741.214174	5797.821519	6085.245044	5499.793145	4912.232756	1974.095391	3774.689628	NA	NA	NA	7122.748154	NA	5024.0229	3338.319068	9831.290166	5826.024425
PyrD	31326.54931	33721.10671	30962.29999	30288.90557	15242.42249	28772.30704	36837.58006	38110.67115	38732.48861	26615.00351	45629.75301	26492.54868	29098.35659	33726.36851	26711.28804	41338.08256	39641.07916	23594.61543	19036.0637	26259.63649	51846.22844	50255.3168	45221.07707	27454.65426
RpsU	482631.8855	412613.3852	301984.5915	72362.06791	65033.67261	95588.16457	205702.7847	226776.2952	551573.5632	88642.4742	124326.1874	152353.629	601406.8129	187945.0126	413810.4761	88468.46455	70246.25368	62389.92901	679272.2946	155478.7041	544230.6613	79806.71623	78367.62374	106583.7486
SAOUHSC_02442	NA	NA	NA	NA	NA	NA	NA	NA	NA	20935.31104	17427.19037	19646.75643	NA	NA	NA	NA	NA	NA	NA	NA	NA	7173.785586	11264.78119	12634.6769
SAOUHSC_01860	269049.415	241520.2019	251425.8567	300460.5342	280856.8617	304735.6871	300394.481	295938.9896	193565.6257	281799.069	265215.438	284340.6538	239011.4639	280092.5367	279962.8401	409301.284	338037.8698	254728.9969	251482.4541	223920.2291	180200.189	338390.021	342338.7738	338875.9036
BirA	7709.558711	15647.64475	10985.68599	5479.535955	1766.342108	9556.738981	9831.906512	23551.25229	15018.87462	19616.97583	15048.36093	16837.118	9313.899102	6333.455242	17118.33695	7535.17711	16117.88691	8220.832307	15038.68183	8536.280846	11651.45328	8458.964601	11125.80646	18826.42056
NsaR	25170.56113	19911.83081	17163.88663	NA	NA	NA	34085.38594	32660.55141	42151.80368	21332.46922	36132.64255	17769.65939	22394.1546	NA	14662.27411	6374.85742	NA	11797.47827	23922.40075	NA	39094.72861	36954.38402	NA	20854.30428
SAOUHSC_01025	NA	NA	NA	NA	16678.27052	27581.96344	22480.43591	22319.25206	9098.119209	20080.21676	25575.15649	16289.14078	NA	NA	NA	NA	NA	NA	NA	NA	NA	37450.49048	20354.53329	5721.526549
VraT	NA	4391.456896	4289.987832	NA	NA	NA	5689.269159	7476.948686	7152.935453	13023.83104	9699.087722	14115.87331	NA	NA	NA	NA	NA	NA	NA	NA	NA	9983.608194	8258.908051	10702.17874
MtaB	10520.66954	5280.829063	3212.563132	NA	NA	NA	20713.70658	27574.89385	29527.35909	NA	NA	NA	6092.690154	5838.840575	2116.620829	NA	NA	NA	30646.24363	21120.50833	25002.33677	NA	NA	NA
SAOUHSC_01871	NA	4056.824785	NA	NA	1733.224047	NA	13270.41481	14008.72675	8781.957405	5429.990433	6300.826339	4378.092531	NA	1573.870916	NA	NA	3417.469377	NA	NA	11751.93916	14086.8028	4642.692203	5165.522926	3769.76272
SAOUHSC_00754	12579.22387	16409.98021	6039.537863	6395.26791	7014.109613	8943.983716	13708.44522	13830.41511	9514.765447	7796.730779	8076.02268	6607.923868	13867.07299	10693.54372	11553.95223	13635.64044	11436.14912	6294.980136	10421.18577	8889.338255	12578.1622	6519.959234	7262.606223	6189.706047
SAOUHSC_00687	NA	NA	2079.011284	NA	NA	NA	4029.690154	6001.941685	7835.690389	NA	7647.115077	NA	NA	NA	NA	NA	NA	NA	6290.470942	4708.991124	4895.824428	4282.174935	5761.836733	NA
SAOUHSC_01429	25308.03455	17260.12222	15164.77039	NA	NA	NA	27331.27027	29081.60641	22496.66177	NA	12409.77738	12370.74213	22634.82889	11690.54151	15195.73902	3089.122106	4712.873098	NA	24648.63899	22328.07302	25836.59241	13494.03126	13817.51283	11363.84486
SAOUHSC_01696	58597.75452	34987.8483	35994.45482	16890.68246	11724.26108	20024.96184	28646.41389	26643.62702	35005.68417	26899.23701	38076.22892	23391.4336	32569.54199	16567.4534	19333.62394	20540.63192	23878.51647	55531.51857	33523.29587	27852.20408	45417.24345	18928.67435	14390.95481	33822.59957
Int2	NA	8612.476104	7986.469156	NA	NA	NA	18052.39738	20564.25366	11590.63929	NA	3881.559028	NA	NA	10862.71231	9607.080936	NA	NA	NA	20848.42791	21887.01351	21278.26771	3431.439679	3633.817598	NA
RecR	NA	NA	NA	NA	NA	NA	NA	NA	30192.54803	13925.02309	11461.27067	11473.35996	7787.69625	NA	NA	NA	NA	NA	19309.395	NA	17841.07991	NA	6801.58681	8820.072408
PrsS	13110.75999	12201.32085	19262.24293	5560.26593	NA	12865.36639	13077.33963	9424.926902	12998.00419	5498.419778	3745.023311	4610.281268	22187.62338	10590.48463	14764.31763	12261.55949	10966.44799	5900.426998	9458.30843	4229.718454	11572.45357	3112.703434	13488.5921	6650.690719
LuxS	60866.08044	65159.29154	81092.357	37702.72855	23974.74713	59002.31725	77155.58871	86689.25352	68938.87349	71554.81404	67693.20773	71867.40294	55295.19532	53480.26331	45906.90374	31898.75715	39825.6416	37870.25409	62525.31065	70257.61617	59707.14032	85824.53378	76697.86417	69665.0674
MgtE	12031.6075	10030.86858	NA	1877.68205	23921.83636	18377.6841	25609.8749	27003.59888	21697.19551	15631.56073	20021.87881	16136.68169	20831.87174	NA	NA	13183.72604	NA	NA	20804.06778	13015.21835	23923.22408	16814.6325	15477.22269	18037.85946
SAOUHSC_01661	83139.87024	110150.0425	108451.0125	48664.42901	35074.74072	56073.74793	114147.5017	111122.4647	86516.52903	29431.32066	27837.91691	26987.90198	74743.86998	74682.70067	68333.26957	44939.77049	57773.08811	35495.60874	126385.7022	89696.65536	95654.72315	24147.5176	26201.08617	24495.62889
SAOUHSC_00864	NA	3698.833094	4021.924615	NA	NA	NA	4890.864868	5477.551015	NA	7196.026331	6224.32571	7319.04207	NA	NA	NA	NA	NA	NA	NA	3667.971936	NA	6123.873655	5675.35619	NA
SAOUHSC_02324	6295.426021	7982.809722	9777.753475	NA	NA	NA	7275.829791	5821.536821	5889.353059	5333.704054	7079.173229	4565.1745	9261.494785	NA	6549.145118	2042.231742	NA	NA	6797.235611	NA	5447.856675	8607.41483	8088.496771	5326.898613
SaeR	25578.93923	13977.67922	20817.31894	6293.625271	NA	10699.6196	2495.127457	13428.03955	30320.32052	28672.83258	21660.4377	25098.00221	61930.12774	13683.68702	31780.61279	14263.42375	7883.756371	24228.23807	32394.07137	16944.29597	27102.15994	26344.76144	28729.44681	37825.84807
SAOUHSC_01627	8766.393532	NA	NA	NA	NA	NA	5233.474434	4808.33191	10466.59218	11346.09006	1746.206127	6228.298334	6752.380226	NA	NA	NA	NA	NA	7741.347664	NA	10206.15108	NA	2878.205154	5934.839212
SAOUHSC_00456	26411.9532	24154.44333	23467.35206	5869.776536	8515.883678	11643.23221	47256.10788	51585.31436	47822.40338	26831.74765	26197.75872	24153.56619	19670.61977	31462.48256	23115.97803	6178.718198	9746.280702	11259.4035	47296.83955	26801.27267	41071.2029	23240.17063	25472.64652	25338.49186
SAOUHSC_00946	NA	NA	NA	NA	NA	NA	7451.423503	14144.16652	7187.556893	21662.83587	21868.94688	5341.978655	NA	NA	NA	NA	NA	NA	2683.668441	NA	3943.991971	11384.07315	21879.34814	6750.575653
SAOUHSC_02897	NA	NA	NA	NA	NA	NA	6498.897685	6647.956127	NA	NA	NA	NA	6791.627457	NA	NA	NA	NA	NA	9535.336293	7143.589653	NA	NA	NA	NA
WalH	3406.87595	3345.593485	3782.424408	2960.477674	2511.108772	4156.340649	6289.872858	6356.888408	5800.529858	7500.18487	8461.678203	6144.889633	2734.287753	2937.535447	NA	3918.693738	2251.570751	2139.016781	5649.755857	4694.878958	4598.604147	6813.606405	6275.009035	4378.836205
SAOUHSC_00311	9368.259789	7298.350232	8239.710854	10123.24467	NA	4438.608759	27930.20879	4337.453633	8201.437998	283506.8781	237893.4454	254758.0622	20444.99484	6557.379941	8426.519277	800.3708299	4736.559961	16699.41525	53843.56085	5546.317373	8127.86413	171664.6737	209849.4583	239399.6969
FmtC	NA	NA	NA	NA	NA	NA	NA	NA	NA	11871.29456	10185.57721	7506.679938	NA	NA	NA	NA	NA	NA	NA	NA	NA	8769.140038	NA	NA
PsmB2	NA	NA	NA	NA	NA	NA	NA	NA	NA	67341.36118	65214.79911	58238.91928	NA	NA	NA	NA	NA	NA	NA	NA	NA	52063.58944	31069.17485	27297.83245
PsmB1	2470.081836	NA	NA	NA	NA	NA	NA	NA	NA	52702.20477	168321.5217	54319.04207	NA	NA	NA	NA	NA	NA	NA	NA	NA	40591.07708	117932.7208	26442.79742
HlgA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7771.166753	NA	NA	2889.585184	1592.52651	2430.883788	NA	NA	NA	11581.58559	13273.2978	10246.36069
SAOUHSC_00862	13479.18962	7067.986664	10971.52726	NA	NA	NA	16775.60396	8958.515437	20284.11929	9439.217505	10113.25374	13320.45146	7350.121106	NA	4793.328739	NA	NA	NA	17285.23153	15372.1348	26975.21535	8436.569018	10351.03414	9495.999836
GraS	9589.508462	NA	7107.486963	2651.860726	NA	4079.935116	20685.85798	19935.4677	17134.19026	10963.29325	10688.21568	9234.654127	NA	3335.438621	5838.94758	2961.069423	NA	4772.408595	13833.88013	7219.033876	13936.7378	7630.194115	7094.164583	6995.102217
NucI	14012.88734	7343.758572	11823.35485	7283.17941	NA	5545.999853	27319.95324	22910.72886	27476.56934	14269.37983	10884.14538	17534.83531	7995.328383	NA	NA	4504.019287	7419.198233	NA	20978.73648	15560.36481	22202.03515	NA	13556.13881	13995.35335
SAOUHSC_01723	14722.99117	14499.0018	15250.82422	6237.025173	8097.157945	9590.884602	13222.56284	13239.29374	15305.38366	14306.09011	11302.06945	13152.56088	13922.07606	12944.15226	17378.00427	7065.220459	6786.153641	7928.341071	14159.45443	12089.12854	13136.3511	11400.27425	10889.6349	13954.30585
SAOUHSC_01648	5167.321895	4271.602235	3175.261171	2357.641376	NA	2594.217612	6491.560535	7239.921143	5119.895828	6502.922504	6084.147283	5464.729719	5706.224667	NA	1839.205654	2260.678377	2723.112233	1914.689295	5087.559233	3769.647461	5507.771711	4442.611279	5332.414302	6345.734621
NnrD	24625.10488	38290.95412	28538.77515	NA	27957.92743	28556.32632	83876.70403	77134.16411	37199.85461	NA	20766.17003	NA	64998.22518	31043.70722	66041.66797	85572.82292	85273.25866	26139.14007	85981.53656	44648.88622	53389.75223	13089.61328	28877.47185	16727.72394
SAOUHSC_01874	108356.4816	129186.9359	102518.6261	108815.8004	92499.57563	103938.6915	104970.9755	258571.8902	87057.91611	141783.6779	140152.5997	149992.8669	92284.46219	114319.2384	100020.3301	124838.8674	122194.9326	52357.67143	86740.57121	136662.7419	86795.15526	157569.2936	120254.2426	83297.53907
SAOUHSC_02876	NA	NA	4099.373796	11603.56813	NA	17059.24573	NA	NA	NA	12374.02138	NA	11670.87202	NA	NA	NA	5107.444545	6814.366605	9898.575524	NA	NA	NA	5323.769738	4910.343203	16757.32999
SAOUHSC_02131	NA	NA	NA	NA	NA	NA	41239.10662	2584.066333	17571.66735	11645.22059	18528.20791	18766.90974	3007.268167	NA	NA	NA	NA	NA	3299.438036	NA	2832.622108	2115.497936	6495.636068	7661.653045
SAOUHSC_02579	19827.99082	22383.36056	24859.96595	17349.43576	12523.56311	26652.90636	37922.48369	32505.43034	20543.26472	23587.80896	24640.46808	22273.51984	18353.82597	15746.39565	12624.56364	17223.41141	18687.13505	20991.12002	24313.43311	17340.05849	21544.79682	27974.21511	39325.65756	19378.60742
Sle1	10250.76047	9552.424433	21078.51593	18711.62974	14158.27415	13584.39577	13847.41662	13193.08534	7167.077075	12886.57581	11249.37844	9338.493148	5291.666843	9339.666675	NA	22253.10138	9877.821217	14916.56123	13620.60271	NA	NA	7712.098824	NA	4851.947773
SAOUHSC_00096	1677.029218	NA	14828.63827	NA	NA	NA	NA	NA	7197.844948	5094.992999	2149.239936	3729.157286	1484.223641	NA	14315.27587	NA	NA	NA	9974.024417	NA	8472.65287	1450.057887	NA	2594.519882
CymR	392528.6227	384829.295	388386.4613	158551.0052	132227.721	144264.4925	547925.4956	607203.7584	644819.7483	432008.4978	379499.3462	430157.7193	435934.3316	290420.2003	354289.8832	148446.3441	202805.1099	209244.9215	524146.2396	380931.318	506376.2523	285223.3373	282421.0799	328256.7112
SAOUHSC_02861	7165.186469	4641.14942	5385.087872	6197.897995	4461.575654	8518.32118	5671.053114	7677.081625	8087.280695	20819.97514	14858.18798	19380.35121	3360.685396	3631.630608	1127.30402	2592.985276	5047.162008	7970.755095	7935.943221	3660.285309	6218.911419	14245.28992	10222.33262	13650.53549
IlvA1	3814.331754	NA	7256.996079	NA	NA	NA	NA	NA	NA	NA	NA	NA	14677.84823	10018.32521	11801.15728	5190.485506	6041.425032	4628.881583	NA	NA	NA	NA	NA	NA
SAOUHSC_02382	7787.985675	7417.487245	7793.949581	14123.97854	10117.7181	6772.263039	NA	4857.13148	2741.591105	8753.171649	6848.689958	12573.83839	10975.27096	12848.66634	15578.22863	25296.05795	23989.56203	6685.047805	7367.63088	NA	2719.060805	NA	4967.546949	10048.62434
MrnC	12866.67156	2864.601276	3066.709011	NA	NA	NA	1183.927594	6143.567902	8543.844636	17250.42902	14650.15977	19150.27658	4928.339159	2194.321277	2168.988716	NA	NA	4579.385934	4774.674847	2179.741783	6306.99013	10054.6778	24613.41487	31597.68602
PgsA	3040.391975	NA	NA	NA	NA	NA	13069.48545	7040.713238	16291.1273	9528.973302	12812.23611	8267.827405	1425.805572	NA	NA	NA	NA	2446.815688	14853.59163	8123.725452	7522.160417	4541.231428	3228.093961	12976.22987
SAOUHSC_01290	11679.78794	25899.59278	25680.78288	9887.580133	7691.696639	NA	8310.027479	8334.611605	7250.971154	7844.257539	7384.486768	8514.656731	21374.95369	16300.10544	17240.86586	10297.93943	8156.529622	1582.765032	4383.947188	5095.913758	3654.41473	6945.745971	10102.48374	8337.362376
SAOUHSC_00462	18094.7283	13229.48255	16367.31727	7384.717233	8537.038163	5455.469818	25833.95286	21525.42052	38750.10566	13497.98144	19621.89223	12141.87589	22153.30516	8933.117688	8849.780757	5145.402576	6630.420956	7164.795265	41318.82127	18589.69024	34112.48163	13410.83913	11916.54694	8674.957887
MpsB	13534.30263	9782.123004	8432.091105	NA	NA	NA	6465.458077	8677.541044	12823.1844	NA	NA	NA	14647.70782	NA	NA	NA	NA	NA	9406.739417	6434.772892	11071.41593	4074.265474	NA	NA
SodA	810685.9999	1065317.93	833678.3182	879797.3143	1396459.933	1086072.695	3389525.212	2644262.029	2559348.827	1772615.662	1875521.365	1612007.817	1179702.894	740417.2777	634443.3086	1107224.142	1319844.148	873710.2005	3146948.673	2227846.941	2263683.086	1445635.359	1689016.908	1451615.915
ScdA	58662.79545	36724.40431	56085.85719	23419.84244	12799.95226	23191.62396	30796.85583	31686.21893	42383.40872	34718.02889	23405.15485	32334.54013	28867.32315	30974.9207	32268.53853	15825.46195	13409.5292	14507.37577	25558.40617	16693.5985	24446.93284	15990.17182	23413.58533	38472.85872
TagA	16038.71554	15907.90421	10244.26827	13385.34069	31789.34852	17515.01104	18286.96173	20639.67995	17510.2483	NA	18924.67283	11046.71466	27693.66296	13181.69064	14993.02028	50349.75138	22413.71995	12813.7822	17457.78725	12802.9749	2335.245221	10028.15137	17428.63777	13891.66506
SAOUHSC_02149	1644.289306	NA	NA	NA	NA	NA	2518.967843	3275.721523	3623.71644	12189.84081	12326.87572	10689.98451	NA	NA	NA	NA	NA	NA	3937.63596	NA	4073.489419	6506.519995	3983.934256	4885.449161
SAOUHSC_00370	8057.678485	5082.478102	3842.034589	21387.84922	8374.405652	18315.1713	3465.32839	2751.757968	4801.971405	14074.99734	10109.08139	12370.72215	10531.96226	5138.532236	7314.017961	14972.28736	17956.47639	13709.4539	6043.836807	2612.302482	4432.879526	5464.07638	7347.478374	13769.69531
SAOUHSC_00482	1850.214197	3706.722686	3699.160692	5369.567935	6720.184294	10008.06535	3104.222336	4269.903698	2180.237885	6440.057478	7333.486603	6653.786686	3818.037933	NA	4043.57727	7633.264127	NA	3261.744619	4251.107502	816.3218159	2617.703906	2686.001237	3309.533905	2629.250091
SAOUHSC_02147	NA	5965.790514	NA	NA	NA	NA	8388.059806	8771.411781	4958.957111	11595.53497	13606.91912	NA	NA	NA	NA	6164.264308	4118.720893	NA	8017.456203	5427.776831	7473.454672	9387.462634	13079.18592	10403.2462
SAOUHSC_01895	4270.902098	5424.28067	6409.694199	5042.267162	4608.349956	6871.921106	13339.43369	11703.86289	10888.7969	9789.9438	9123.76944	9072.936754	5624.568957	4449.411909	5077.250414	6411.746624	4994.429727	5364.37401	10490.55412	7240.894515	10594.88007	9476.254715	9560.017383	7905.367303
SAOUHSC_02791	55038.07695	50023.27335	57919.86267	42278.03295	49582.84873	47623.65673	52529.59359	45748.69125	44189.82684	61255.99601	61252.51977	46685.06818	42223.95624	26755.45465	34277.81238	37271.53891	39410.53187	53630.74892	48000.0435	33936.51898	55450.37949	41347.73393	42280.49173	53165.44034
SAOUHSC_01986	NA	NA	1974.923778	NA	NA	NA	NA	NA	33377.73603	88774.22281	64769.70675	76301.36332	28195.57384	NA	9371.153522	NA	NA	6439.398024	NA	NA	NA	NA	46850.27855	66797.04091
SAOUHSC_01991	NA	NA	NA	NA	NA	NA	NA	NA	4651.606201	4862.515442	NA	3832.216514	NA	NA	NA	NA	NA	NA	3560.009087	NA	2604.256383	NA	NA	NA
SAOUHSC_00041	15880.06697	NA	16173.06712	NA	NA	12325.16868	11995.61009	9375.132158	NA	NA	20617.82187	28736.07746	19933.66215	NA	17109.32076	NA	10892.21622	12869.67007	18346.98164	NA	15212.07728	32838.31954	27055.36122	40358.71782
SAOUHSC_02471	NA	NA	NA	NA	NA	NA	3735.778835	4389.519945	NA	NA	NA	NA	NA	NA	6365.15713	NA	NA	NA	5787.043863	NA	6282.877584	3579.763017	NA	NA
SAOUHSC_01837	27311.174	39905.22235	39211.54749	27566.90579	25077.64365	38347.12648	50352.5328	46646.36433	36938.22875	35570.672	33684.68566	34797.59501	23800.22854	24257.47994	23034.65615	24636.2832	6072.632614	24578.77963	32562.0971	20245.53634	46828.6836	41686.71194	36327.6464	33353.21701
RelP	NA	3333.32869	NA	NA	NA	NA	NA	NA	2743.606629	3595.881063	2873.9175	NA	4865.623525	3138.644167	2284.193594	2013.646471	NA	NA	3211.052667	NA	NA	5052.768769	5860.913765	NA
SAOUHSC_02529	19164.3576	11285.41291	15250.03258	11456.81978	6188.645351	9629.661884	30618.73704	29914.16835	29687.03991	35413.39467	21241.6446	32169.70825	6191.328506	5007.936514	5303.458995	5305.785532	6218.32088	7949.338554	21322.60177	23863.21413	21674.87976	27746.4586	13147.07754	21081.24997
IlvH	NA	NA	NA	8419.282292	NA	9138.975329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5031.443419	10021.95243	NA	NA	NA	NA	NA	NA
SAOUHSC_01283	7230.059027	7375.692912	5027.341438	2280.428982	NA	4878.405152	15126.3206	14106.66136	16569.7602	10943.24004	10452.46149	11139.76679	6489.941318	14195.1401	7165.560938	5519.211756	6722.390611	4976.825108	16615.59307	14310.44515	16190.89652	4644.163395	4555.434253	10204.15834
GraR	20195.2091	53304.52843	59617.31733	40717.41988	49994.32165	31125.6547	31308.3371	27750.19568	17355.99824	19801.30354	21815.10746	20973.4189	19520.24028	29715.95005	16579.47072	40516.91776	29714.2989	14893.59801	15621.83499	15881.56665	19767.09549	23921.99547	25488.32485	12975.20174
SAOUHSC_01835	NA	NA	3206.454592	4759.117189	3222.502513	3375.890204	NA	NA	NA	7327.519377	NA	7704.752699	NA	NA	NA	NA	NA	11304.23013	NA	NA	NA	NA	NA	4670.929278
SAOUHSC_00658	6696.55964	4945.743561	10543.771	NA	NA	NA	21806.62452	9323.109528	9564.718921	67226.43288	65809.10461	62821.66259	6056.936951	2801.097377	2308.141225	NA	7507.24912	5891.880118	14495.79635	NA	7060.597852	48755.93396	51146.24619	62233.57131
SAOUHSC_00854	7970.221834	7635.950013	7941.934234	NA	NA	NA	13765.06185	12970.58445	11240.49821	NA	7906.834983	NA	NA	NA	NA	9482.253919	NA	NA	11161.0943	7893.061034	10454.87172	NA	NA	NA
SAOUHSC_00540	48309.80961	45096.9816	66604.20673	56977.25364	47879.2008	40575.16834	47390.3063	47798.03987	45390.42988	17103.68477	26030.731	16403.0177	66641.94479	55299.84245	58639.0112	78565.69088	59932.09421	34830.50863	51404.16358	41442.42214	43707.79345	24699.88564	26910.25105	15243.71034
SAOUHSC_01899	NA	NA	NA	NA	NA	NA	13314.48216	NA	NA	NA	NA	NA	5441.808113	NA	NA	NA	NA	10005.13988	10109.16829	NA	NA	NA	NA	NA
SAOUHSC_00740	NA	8623.600646	NA	NA	5338.728815	NA	26628.91987	21116.52898	13542.79555	NA	11111.58099	NA	NA	NA	NA	11702.776	5745.445819	NA	16661.80153	10912.93135	10424.23164	NA	9504.052737	NA
SAOUHSC_01565	NA	NA	NA	NA	NA	NA	11590.12293	10362.24853	NA	8895.122588	8522.454235	9179.079766	NA	5647.024143	7085.018767	3927.648938	NA	NA	NA	6113.387004	6850.005526	7953.990586	10534.68347	NA
SAOUHSC_02736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4133.504389	4874.295183	NA	NA	NA	NA	NA	NA	NA	NA	NA	2709.968539	4073.675434	4431.273302
GntK	6525.775869	8873.662246	6724.275985	5703.933503	3555.673697	7926.960192	10535.9987	5913.811302	NA	24147.55056	23642.50835	20973.8256	6221.679562	7361.246252	7320.981882	7124.03857	6601.556622	2775.045223	10252.06141	3450.997948	5044.201253	23480.25956	24550.40404	20635.56695
SAOUHSC_01781	26550.88514	51086.95935	39798.51249	16452.56261	20827.00994	23567.14913	32419.64111	33962.57942	31022.75946	52991.44894	52627.21241	48181.57063	27290.81385	35394.81291	31007.15809	27826.09806	30070.21457	21248.68644	28494.48477	44765.31713	29935.82295	52404.78225	51047.46514	55853.4099
